1.6982	2.6555
1.219	2.446
1.2444	2.6193
1.2993	2.4961
1.6852	2.7104
1.5851	2.6863
1.6053	2.0717
1.8053	2.3359
1.7033	2.1308
1.4478	2.5288
1.5485	1.8167
2.1684	2.4646
1.9325	2.8174
1.3654	2.6309
0.94061	2.9235
1.3823	2.4956
1.5403	2.3387
0.90071	1.9496
1.8909	3.2907
1.9258	2.5872
1.4965	2.8197
1.3823	2.6606
1.7254	2.3838
1.7193	2.4041
1.4616	1.7426
1.3331	2.1981
1.5773	2.3728
2.0584	2.3016
1.0635	2.7183
2.0154	2.637
0.94913	2.3481
1.2489	2.1446
1.6723	2.7345
1.8329	2.4759
1.241	2.6002
1.4449	2.6038
1.2551	2.4642
1.0376	2.7149
1.8423	2.5684
1.3556	2.514
1.5092	2.1806
2.1339	2.512
1.6025	2.7751
1.4921	2.3774
1.7161	2.6203
1.5721	2.6905
1.1381	3.4992
1.7203	2.2845
1.5025	2.4388
1.4733	2.371
1.7286	2.0401
1.5587	2.5551
1.3356	2.5976
1.1378	2.3913
1.6954	2.4865
1.7362	2.4693
1.561	2.4093
1.5275	2.2439
1.4731	2.2842
1.4645	2.2249
1.437	2.7097
1.9301	2.4922
1.8482	2.5984
1.3881	2.2897
1.7219	1.8501
1.3261	2.5149
1.285	2.6878
1.4633	2.8431
1.5622	1.9535
1.3304	2.5891
1.0682	2.5476
1.7401	2.5138
1.3662	2.4668
1.5069	3.0834
1.6754	2.1526
1.525	2.5604
1.5068	2.6325
1.6072	1.907
1.6646	2.6316
1.3271	2.9374
1.6056	2.4139
1.682	2.4126
1.6058	2.0631
1.0432	2.5909
1.8442	2.811
1.1879	2.1228
2.0836	2.0946
1.3016	2.3199
1.4341	2.5288
1.8268	2.8362
1.0926	2.6686
1.6391	2.4753
1.7207	2.2469
1.6614	2.5183
1.2819	2.6617
1.6365	2.2835
1.2061	2.569
1.5896	2.581
1.3345	2.898
1.5568	2.9668
1.2553	1.941
1.6239	2.8283
1.3524	2.3052
1.2444	2.1063
0.83806	2.3181
1.6412	2.3568
2.0215	2.5937
1.3334	2.4353
1.9317	2.0944
1.4446	2.3955
1.2563	1.9278
1.5248	2.9747
1.3775	2.3069
1.7083	2.7086
1.2422	2.7002
1.5388	2.3037
1.5863	2.0418
1.5382	2.0405
1.586	2.7421
1.3729	2.4641
2.3189	2.1647
1.8596	1.9126
1.1218	1.8633
1.6745	1.7573
2.2387	1.3973
2.0623	1.1403
2.5612	1.3591
2.104	1.6508
1.4621	2.0732
2.7448	1.1994
2.3219	2.0603
1.562	1.1843
2.0663	1.7411
1.9866	1.4782
1.7727	0.9144
1.4559	2.2499
1.7159	1.138
2.0824	1.2878
1.8332	1.3647
1.7429	1.3874
2.0147	1.5639
2.7817	1.5988
2.0737	2.1276
2.2308	1.9265
1.8376	1.789
1.5328	1.3028
1.6619	1.8223
2.1627	1.4403
2.0145	1.4134
1.9859	1.6638
2.2583	1.1414
2.6243	0.77847
2.2889	1.3759
1.8996	1.247
2.0903	1.756
2.2823	1.4212
2.0211	1.9319
2.442	1.3426
2.3708	1.6879
2.1797	1.6471
1.5331	1.6176
1.6412	1.2092
1.6973	1.518
2.3143	1.462
1.9922	1.3269
2.5703	1.4084
1.9639	1.355
1.9968	1.4069
1.9328	1.2415
2.3852	1.134
2.3161	1.3064
2.056	1.4133
1.8499	1.8001
1.8874	1.3236
1.8911	1.9672
2.2044	1.0916
2.3042	2.07
2.4935	1.5534
2.3115	0.85002
1.6766	1.7121
2.3018	0.8324
2.0379	1.6024
1.7872	2.1754
1.9397	1.4502
1.9567	1.6461
2.0006	1.7019
2.0425	1.3875
1.9593	1.7461
1.8666	1.3875
2.3698	1.7635
2.4341	1.2006
2.1635	1.5211
2.021	1.4128
2.4267	1.2665
1.8894	1.5266
1.9096	1.0579
2.017	1.0081
2.2988	1.064
1.9694	1.259
2.1648	1.7528
1.97	1.515
2.0669	1.8744
1.4066	1.7961
2.419	1.3557
2.302	1.0918
1.6819	1.5083
1.2575	1.3957
2.4971	1.8672
2.0177	1.2799
2.2802	1.9739
2.1779	1.5763
2.1241	1.6393
2.3521	1.2855
2.1428	1.1952
1.4885	1.4472
2.2039	1.5064
1.8979	1.0617
2.0582	1.5331
2.0659	1.2694
2.103	1.6264
1.8327	1.7929
1.8286	0.93272
1.6777	1.2823
2.3291	1.4187
2.0282	0.82453
2.136	0.72176
2.3104	0.99194
1.6532	1.7686
1.6596	1.9856
1.9471	1.3086
2.2072	1.3645
1.7393	1.5533
1.7745	1.7443
2.1603	1.764
2.0943	2.2518
2.1671	1.6418
2.2078	1.1496
2.3134	2.1956
1.479	1.2006
2.0434	1.2885
2.1105	1.7721
1.4896	1.5527
2.028	1.5205
2.3202	1.5018
1.5438	1.0981
2.0127	1.1144
1.8272	0.99704
2.2121	1.7268
1.6633	1.2313
1.6608	0.97961
2.3884	1.643
2.1447	1.4238
2.411	1.1091
2.2601	1.5871
2.1846	1.6319
2.036	1.651
1.6035	1.317
1.998	1.3938
2.0619	1.3704
2.152	1.5493
1.7263	1.6531
2.0274	1.9928
2.5154	1.3155
1.8346	1.3114
2.0318	1.447
2.0533	1.8484
1.7247	1.3805
2.1086	1.7785
2.0635	1.2793
1.2869	1.2432
3.0439	3.231
2.7581	3.0699
2.6703	2.9153
2.502	3.4892
2.3201	2.3526
2.8526	3.1057
2.8394	3.2015
1.9714	3.0136
2.1544	3.3968
2.3895	2.7651
2.9452	3.0182
2.6173	3.4095
2.8923	2.7313
2.3268	3.378
2.6431	2.4699
2.3135	2.9313
1.9375	3.4285
2.5923	3.1652
2.5117	2.9984
2.2715	3.0773
2.335	2.7281
2.2662	2.551
2.6561	2.374
2.1878	3.1815
2.6776	2.4236
2.4125	3.1183
2.4291	2.4567
2.237	3.1508
2.249	3.0825
2.2981	3.0498
2.2241	2.8856
2.2881	3.3769
2.3074	3.2532
2.0441	2.6292
1.9764	2.8437
1.5613	3.1246
2.6637	2.8863
2.2076	3.3224
2.5663	2.6222
2.3817	3.1574
2.7514	3.2173
2.6138	3.1036
2.9439	3.0742
2.5715	2.593
2.6617	3.4992
2.3864	2.958
2.2256	2.6202
1.9827	2.7031
2.0886	2.5663
3.0282	2.7195
2.1105	3.1833
2.6536	2.9009
2.5205	3.0572
2.7068	3.2425
2.4329	2.7998
2.4179	3.2272
2.689	2.9443
2.405	2.9111
2.5725	3.0991
2.9251	2.9478
2.6857	2.8263
2.3216	3.5101
2.4171	3.0145
2.925	3.0065
1.9647	2.8788
2.5955	2.5592
2.964	3.3755
2.5034	2.7112
2.5596	3.0341
2.7898	3.017
3.1923	3.3444
2.7866	2.9241
2.3303	2.7545
2.5017	2.8303
2.2942	3.0412
2.5033	2.9428
1.7683	2.5585
2.1981	3.3102
2.6679	2.8563
2.6434	3.7567
2.1007	2.9955
2.6536	2.9237
2.5602	3.0257
2.8135	3.0664
2.56	3.1643
2.2172	3.7881
2.231	2.4171
2.1288	2.6963
2.5716	2.7948
2.7537	3.0924
2.3724	2.8873
2.4029	3.1687
2.3354	2.5829
1.8399	3.3465
2.1211	3.0795
2.3751	3.099
2.5981	2.631
2.2468	2.8214
2.1357	3.0493
2.1681	2.7704
2.739	3.2447
2.5832	2.8094
2.5431	2.7634
2.7341	3.1402
2.7572	2.7313
2.3123	3.2909
1.9831	2.5458
2.0626	2.7802
2.7702	3.6103
2.6412	2.7452
2.0819	2.86
2.3756	3.0833
2.4808	3.1068
2.5354	3.8786
2.4817	3.4199
2.2507	2.8479
2.8311	3.1993
2.35	3.4264
2.2152	2.9852
1.9116	2.2716
2.1173	2.9079
3.327	2.6103
2.3208	3.1754
2.9451	2.9675
2.3438	3.3147
2.8066	2.6956
2.3217	3.346
2.2867	2.6513
2.6064	3.4539
2.5479	3.0539
2.7083	3.3579
2.3486	2.5718
2.6675	3.259
2.2901	2.8217
2.7474	2.5384
2.699	3.3786
2.589	3.1232
2.1829	2.9526
2.005	3.0685
2.3199	2.8548
2.5373	2.5915
2.039	2.3664
2.654	2.4851
2.9838	2.8591
2.3589	3.2016
2.4565	2.9685
2.1913	3.0403
2.4824	2.8636
2.2354	3.0938
2.8101	3.2443
